id,canonicalNameAr,canonicalNameEn,brand,category,subcategory,dimensions,styleTags,roomTags,budgetTier,qualityScore,offerIds
prd_dfee490a5223cc533203,,Batleno 3 Seater Sofa - Dark Brown,Pan Home,living room,3-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_1cb87bffa8b508a84d23
prd_ad36b260012c1e0204d3,,Niue 4 Seater Sofa - Light Grey,Pan Home,living room,4-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_8fbf03f64d5e53cdfe68
prd_52b4c8313125b4f91339,,Tokelau 3 Seater Sofa - Cream,Pan Home,living room,3-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_07bd6d115c32e111a1ed
prd_b148d8095d0117d76f99,,Rainshade 3 Seater Sofa - Beige,Pan Home,living room,3-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_a59736dda5a7c26d8d9c
prd_d542b50f65eb97fb3eee,,Nairnook 3 Seater Sofa - Beige,Pan Home,living room,3-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_48ce7f9ee6fe9c107e43
prd_580432743b216e4d7a3f,,Neospace 3 Seater Sofa - Beige,Pan Home,living room,3-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_a0befb8f5d9498fba4f6
prd_40f2fab95675de2dae00,,Ironwood 3 Seater Sofa - Beige,Pan Home,living room,3-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_0ec46b0e757262df67dd
prd_b8a4547a6d5ef8d0a102,,Vidar 3 Seater Sofa - Beige,Pan Home,living room,3-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_d7031ffd4a297ed73764
prd_266f59070433e7d748d4,,Verta 3 Seater Sofa - Beige,Pan Home,living room,3-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_667eef07b9ac559599e1
prd_dcebcd2e4aafcfe888b2,,Hustler Single Seater Sofa - Beige,Pan Home,living room,single-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_b733a9338452fdbfba67
prd_5e071318067973a65c0a,,Bloth 4 Seater Sofa - Grey,Pan Home,living room,4-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_bb73cb25524ed6c8a644
prd_6d6b91b55b753e3f1c91,,Etruscan 4 Seater Sofa - Beige,Pan Home,living room,4-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_b36682cca68cdf27f9d9
prd_2a767166f8f8ead3944d,,Baskin 3 Seater Sofa - Grey,Pan Home,living room,3-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_06f72248fc173d232821
prd_43da6c047d7585b65adf,,Dozen 2 Seater Sofa,Pan Home,living room,2-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_49f43eecd47ce70199f5
prd_bf64ea33c1de56c493d7,,Rocan 4 Seater Sofa - Beige,Pan Home,living room,4-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_3f0603cc59f1d1da4183
prd_f410f3201f537a34f730,,Shelob 2 Seater Sofa - Beige,Pan Home,living room,2-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_4c2086db7085e9bd6e80
prd_1334a7b0950700d4ba67,,Node 2 Seater Sofa - Beige,Pan Home,living room,2-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_dc02f105b35555d04979
prd_572d95180890d94ce756,,Polo 2 Seater Sofa,Pan Home,living room,2-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_bbba04e3a22a755cdc8b
prd_fe0c2e824384a4b17fc0,,Wiggleseat 2 Seater Sofa - Grey & White,Pan Home,living room,2-seater sofa,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_0a3b37854730294fcc02
prd_604fda3dfdcefde8a3fc,,Lyon Coffee Table Solid Wood - Natural,Pan Home,living room,Coffee table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_3622cd1b76c28aa3bf67
prd_5b1a617cebdb071aefd9,,Orion Modular Coffee Table - Black/Walnut,Pan Home,living room,Coffee table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_0afcc8ec812568bc68f0
prd_09048de9ba36ea2a0e67,,Vault Coffee Table Set 1+2 - Gold,Pan Home,living room,Coffee table set,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_24c5fa7b5b29e62c2cce
prd_0e4b572a187d14f3ac2e,,Vernon Accent Chair,Pan Home,living room,Accent chair,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_17ea56e039f2d1888b8f
prd_5056970a03784b2b5162,,Teles Coffee Table - Beige,Pan Home,living room,Coffee table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_6db959ee4c34ab0b1f65
prd_a402ce8395f3ce1ae5ef,,Adila 6 Seater Dining Table - Grey Black,Pan Home,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_3edeaf742853ad9d18bc
prd_baae4ad00d15b0794d42,,Tallo High Back Office Chair with Massage - Black,Pan Home,home office,Office chair,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_29b601eefeee0bfac1ca
prd_780f5420a57173b0ce8c,,Corien Accent Chair,Pan Home,living room,Accent chair,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_700154b2d8f5b33be8e9
prd_807d08dbac0d8a6497f5,,Risdon Coffee Table - Grey,Pan Home,living room,Coffee table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_04d875623fc38864c767
prd_11c1b328054462dae8b9,,Orion Modular 6-Seater Dining Table - Black/Black,Pan Home,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_616fe6dc80f507abe7fd
prd_9818b33a79f71811bea5,,Spectra High Back Office Chair - Black,Pan Home,home office,Office chair,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_e7fccfc0a9e2e5b8aa2b
prd_376ec6bd77445c292cad,,Karpos Accent Chair,Pan Home,living room,Accent chair,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_69bd6b90d939ea8957e5
prd_d8bfc9d0bec0e9b4645b,,Milano 1+2 Coffee Table Set,Pan Home,living room,Coffee table set,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_e42ebb79864a79dbb035
prd_1f29876f5baa32f7d9da,,Orion Modular 6-Seater Dining Table with Marble Top - Black/White,Pan Home,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_2d5c8710e36b5fc66550
prd_47c7916a754d792923ef,,Ergoflex Medium Back Office Chair - Beige,Pan Home,home office,Office chair,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_4aeb73adb42a6a1998e4
prd_907ba8b3c0c94eb21625,,Mood Accent Chair,Pan Home,living room,Accent chair,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_1cdc2b601b2dd7a0ba44
prd_eb9d1c9e9c13bab17b68,,Roblox Coffee Table and 2 End Tables Set - Beige,Pan Home,living room,Coffee table set,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_f63d74938a1cfa726f8c
prd_8fa40c8f0118776242f9,,Bilbao 8 Seater Dining Table - Dark Brown,Pan Home,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_13ea0ad74407305ec029
prd_733382133c561b6b1aac,,Spinepro Medium Back Office Chair - Black,Pan Home,home office,Office chair,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_09c4e555b107b6a0175d
prd_ffb2ebe1433e9e9f9911,,Opalyn Accent Chair - Beige,Pan Home,living room,Accent chair,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_247e89b6943308f13688
prd_38b2eef9d7d0a7d215c4,,Kaci Lift Top Coffee Table - Natural White,Pan Home,living room,Coffee table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_7f57bc4badd5056421fe
prd_f9bbf81cb88458cca1f2,,Nara 4 Seater Dining Table - Dark Brown,Pan Home,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_0ba989725265164f5b5d
prd_5828149c90ab80ab2240,,Oslo Low Back Office Chair - Brown,Pan Home,home office,Office chair,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_568856ef8b08e5ebca96
prd_f78c0c668be116b0b29b,,Grap Accent Chair - Brown,Pan Home,living room,Accent chair,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_6e421ecac7e36422a2f3
prd_56949f0e94a18192c9b6,,Ciso Coffee Table Veneer - Grey Natural,Pan Home,living room,Coffee table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_f8805f420fc449e7f02e
prd_678f3c667d5c867b6c9e,,Ankara V1 6 Seater Dining Table - White & Brown,Pan Home,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_cdf3d46898c6496260db
prd_ffdadfd07703e25dad40,,Luno High Back Office Chair - Black,Pan Home,home office,Office chair,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_18bdb2df9d778cc0d124
prd_2b80e7006e0eb50f9aef,,Kivo Accent Chair - Beige,Pan Home,living room,Accent chair,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_bec74735f5a4d2785726
prd_d9b70a555f8d70c669af,,Risdon Coffee Table - Natural,Pan Home,living room,Coffee table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_30082274000857b0338e
prd_a6f293dc5473c306db97,,Karmila 4 Seater Dining Table - Natural,Pan Home,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_19e95e05b4214f6f87c1
prd_7a145600e64b8537adf8,,Balance Medium Back Office Chair - Grey,Pan Home,home office,Office chair,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_4ed41379bed36c6ca45e
prd_c3d6bf34d9d7a95a17c0,,Fate Accent Chair - Orange,Pan Home,living room,Accent chair,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_ee0bccf34db01983e69c
prd_6ce1e8415fcd04892837,,Almada 6 Seater Dining Table - White,Pan Home,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_71f8ef16938d03cb1d78
prd_72e3a17893e7ffc17644,,Tiller Office Chair - Grey,Pan Home,home office,Office chair,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_af7532d9bb144552064d
prd_ba57666b7cc9d53fbc62,,Jimmy Accent Chair,Pan Home,living room,Accent chair,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_e26c214554eed70ca5ae
prd_9bdd3d51d6630075e894,,Navath 8 Seater Dining Table - Brown & Black,Pan Home,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_c5b0ecde77806ecc9db7
prd_f321d2c29b58c5b1bd3b,,Domnion Medium Back Office Chair - Black,Pan Home,home office,Office chair,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_749934a454eceee91d1a
prd_141a460785ed9ef652b3,,Kasbah E14 Table Lamp - White,Pan Home,lighting,Table lamp,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_baf698b41a81c1aa17e1
prd_44079ea861b592bad3b3,,Mermax E27 Marble Base Floor Lamp - Satin Brass/Green,Pan Home,lighting,Floor lamp,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_899dbc249e3c17ef1fd6
prd_d8c948312d9f3159ac18,,Tripod E27 Table Lamp - Brown,Pan Home,lighting,Table lamp,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_6084d9e2c2b3d7e7e56a
prd_481ade54a1376a1fae66,,Cordoba E27 Floor Lamp - Gold,Pan Home,lighting,Floor lamp,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_5475194b504e4338ec2f
prd_4bc7fb34fb457c1adb63,,Erin E14 Table Lamp - White,Pan Home,lighting,Table lamp,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_0a902c0cd8c9a6baf7f2
prd_370d14bf36c0b7a6736c,,Cerah E27 Abaca Floor Lamp - Natural,Pan Home,lighting,Floor lamp,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_1fb322d2d23f978d2458
prd_201f3e95aebb3632a16e,,Glaze E27 Table Lamp - Gold,Pan Home,lighting,Table lamp,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_9e83254795e6df78fff8
prd_8d47573ca7b519640b54,,Salerno Sideboard with 2 Doors and 3 Drawers - Natural & Silver,Pan Home,dining room,Sideboard,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_8787f607a1b245921dc5
prd_fcc8a507d79c9dbdce1a,,Boska End Table - Grey Silver,Pan Home,living room,End table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_ffedb7099beeb46ea2a3
prd_b88307bbd6c5d7b9eeab,,Azulite Sideboard with Mirror - Beige,Pan Home,dining room,Sideboard,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_ae37e93050b915bb99aa
prd_7df880da60e5b277183b,,Novaglow 5-Lights Floor Lamp - Smoke Grey,Pan Home,lighting,Floor lamp,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_6479bd04c8685710e864
prd_adeef73000230e6107f1,,Keerby End Table Veneer - Black Grey,Pan Home,living room,End table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_10e940ea521afc0ea5b0
prd_51f10b4396c86872da4b,,Starlock Sideboard with 3 Drawers and 1 Door - White,Pan Home,dining room,Sideboard,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_da345193ff16042839dd
prd_9bb5f8908197babd9738,,Gerra Accent Table Marble - White Gold,Pan Home,living room,Accent table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_389745f8b19b491a5af5
prd_855ccd211685227469a1,,Ruwa Sideboard with 3 Doors - Natural Black,Pan Home,dining room,Sideboard,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_6d8a5f5beb4feff26711
prd_82028c424a68e084a703,,Kenzie E27 Polyresin Floor Lamp - Black,Pan Home,lighting,Floor lamp,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_cf2137608533c71bd34c
prd_5dd0271f59d2790fa4c8,,Dilon E27 Table Lamp - Natural,Pan Home,lighting,Table lamp,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_05cd1dfab0ceef612660
prd_6a3244bc171da8c87238,,Kevin E27 Floor Lamp - Natural,Pan Home,lighting,Floor lamp,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_5d69620c805727fa6c17
prd_8cf452a1a2c11a4fd428,,Nottingham Table Lamp - Gold & Black,Pan Home,lighting,Table lamp,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_751997fc748b7d0cedcf
prd_c6ec322eeeea27d421b0,,Alicante Sideboard with 4 Doors - Natural,Pan Home,dining room,Sideboard,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_212b0a0c45e951b520aa
prd_fad1b540bfbbd004b315,,Salamis Floor Lamp - Brown,Pan Home,lighting,Floor lamp,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_e65fc5f5b671373c7e08
prd_7e63e4a6382655ce2a7e,,Janice Sideboard with 2 Doors and 2 Drawers - Beige & Brown,Pan Home,dining room,Sideboard,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_e072bbe7d97f00431873
prd_8f8786c60596eed3861a,,Mabli 2-Light Floor Lamp - Black,Pan Home,lighting,Floor lamp,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_6f64f4c3cfcb4a656682
prd_f1e80e3ac0209a2cbfba,,EVANS 8 Seater Dining Table Travertine - Beige & Dark Brown,Pan Home,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_934cc3ace9efcfd52f6c
prd_0599d28ed9aac3250375,,ELYA 4 Seater Dining Table Marble - White,Pan Home,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_396a220a87a561c9503c
prd_f54ad9f28fbe67a824f8,,SOVANTI 8-Seater Dining Table - Beige,Pan Home,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_3283d4a7705176c4a627
prd_646121883766ecb1036c,,ORAYA 8-Seater Dining Table - Dark Brown & Beige,Pan Home,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_773244b6804e9c16b042
prd_973026705b0d9565dedc,,EDRON 8 Seater Dining Table Marble - White & Beige,Pan Home,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_ebd61657025860c47f3f
prd_7e93543c988d38768a00,,HARPER 8 Seater Dining Table Wood - Brown,Pan Home,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_0c0a96e85b840c41d160
prd_84d2bbf32120260bec9f,,STYLEE 8 Seater Dining Table Marble - Light Brown & Dark Brown,Pan Home,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_d37469a3c5330d908a52
prd_7079ad701ef1cceca038,,EVONNE 8 Seater Dining Table Marble - White Black,Pan Home,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_9712c3e5e5284e09f7ed
prd_b2eca7effd0e27ac5b20,,TIAMO 8 Seater Dining Table Oval Veneer - Dark Brown,Pan Home,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_421ae39d6fd10e19be60
prd_0f34fcfac5a1f78d9acc,,SICILY 6 Seater Dining Table Round Marble - Beige Brown,Pan Home,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_afcd8ad53935622cd466
prd_44e3f464ea5b3443510e,,SCEPTER 4 Seater Round Dining Table Marble - Brown,Pan Home,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_7a5baba7a081e7b997da
prd_7a187f20d64e421ef043,,ALINA 6 Seater Round Dining Table Marble - Beige Dark Brown,Pan Home,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_0c2529eed48e19568757
prd_9247b770cd4e3433dad8,,KIRA 6 Seater Dining Table Marble - Beige Brown,Pan Home,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_0e412780bb961b782ca2
prd_af1debcf7c767f53495c,,SHEROD 8 Seater Dining Table Veneer - Charcoal & Black,Pan Home,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_5158ba3ee48f80bc96e4
prd_1b9859a2611b595dd09e,,SONORA 8 Seater Dining Table Marble - Brown Gold,Pan Home,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_1f683d5b70721e330ea2
prd_91f2c200edcf07f47076,,ANOUK 6 Seater Dining Table - Dark Brown,Pan Home,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_6288e27f3bf0dcf4ca50
prd_3571ff024acb6b6ab594,,PAVEL 8 Seater Dining Table Travertine - Beige Brown,Pan Home,dining room,Dining table,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_6b9b350123e70b444c2c
prd_514bd4abc89f5bd4adeb,,NODREA 1+6 Seater Marble Dining Set with Darl Chairs - White & Gold,Pan Home,dining room,Dining set,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_d643806b84464cc443eb
prd_ebf15b2987e272fb13cf,,ATRISSA 1+8 Seater Dining Set with Dover Chairs,Pan Home,dining room,Dining set,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_0dd965c2dacd1bf11865
prd_ad12fb226b6dbc37d6c8,,OKRA E27 Floor Lamp - Natural,Pan Home,lighting,Floor lamp,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_374bf86a743c247ebc77
prd_1778289534001980d0c3,,CUSTA E27 Polyresin Floor Lamp - White,Pan Home,lighting,Floor lamp,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_097a562cebe8e662a031
prd_58664bebdfe7b33cce2a,,ALBUS 2-Light E27 Floor Lamp - Natural,Pan Home,lighting,Floor lamp,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_05987f3e122eaedbcfa6
prd_72f18b0cac6a600a973a,,MARIBEL E27 Floor Lamp - Brass,Pan Home,lighting,Floor lamp,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_65d8bcd333743cf930b9
prd_3728dcfbf4dbe64f388c,,ACCENT Sculpted LED Resin Floor Lamp - Black,Pan Home,lighting,Floor lamp,"{""widthCm"":null,""depthCm"":null,""heightCm"":null,""lengthCm"":null,""diameterCm"":null,""weightKg"":null}",,,,56,off_63a2755cbe5e73ee4cbb
